id_pedido,id_cliente,data_pedido,status_pedido,canal_venda,forma_pagamento
1045,323,2025-06-23,Cancelado,Site,Boleto
1046,224,2025-04-24,Concluído,Loja física,Boleto
1047,66,2024-06-01,Cancelado,Marketplace,Pix
1048,219,2025-06-19,Concluído,Site,Cartão de crédito
1049,263,2024-02-16,Concluído,Loja física,Cartão de débito
1050,238,2024-04-06,Cancelado,Marketplace,Boleto
1051,300,2024-09-17,Concluído,Site,Cartão de crédito
1052,237,2025-11-08,Concluído,App,Cartão de débito
1053,43,2024-02-16,Concluído,Marketplace,Boleto
1054,371,2025-08-24,Concluído,Loja física,Boleto
1055,495,2024-12-15,Concluído,App,Pix
1056,383,2024-03-21,Concluído,Marketplace,Cartão de crédito
1057,274,2025-03-20,Concluído,Site,Cartão de débito
1058,7,2024-04-29,Concluído,Loja física,Cartão de débito
1059,208,2025-12-09,Cancelado,Loja física,Boleto
1060,417,2025-09-25,Concluído,Marketplace,Cartão de débito
1061,45,2024-11-05,Concluído,App,Cartão de crédito
1062,58,2024-07-14,Concluído,App,Cartão de crédito
1063,247,2024-08-02,Cancelado,App,Pix
1064,432,2025-03-22,Concluído,App,Cartão de crédito
1065,395,2024-11-04,Concluído,App,Cartão de débito
1066,12,2025-03-08,Concluído,App,Pix
1067,228,2025-12-20,Concluído,Loja física,Cartão de crédito
1068,300,2025-04-05,Concluído,App,Boleto
1069,425,2025-08-06,Concluído,Site,Boleto
1070,53,2024-01-09,Concluído,Loja física,Cartão de débito
1071,378,2025-05-22,Concluído,Marketplace,Cartão de crédito
1072,205,2025-05-14,Concluído,Loja física,Pix
1073,271,2024-03-03,Concluído,Loja física,Boleto
1074,33,2025-07-20,Concluído,Loja física,Cartão de débito
1075,254,2024-04-29,Concluído,Marketplace,Cartão de débito
1076,224,2025-12-15,Concluído,App,Boleto
1077,241,2024-07-15,Concluído,Loja física,Pix
1078,113,2025-06-03,Concluído,Marketplace,Cartão de débito
1079,453,2024-05-14,Concluído,Loja física,Cartão de débito
1080,335,2025-11-20,Em andamento,Marketplace,Cartão de débito
1081,319,2024-06-14,Concluído,Marketplace,Cartão de crédito
1082,248,2025-11-14,Concluído,App,Pix
1083,311,2024-06-09,Concluído,Site,Cartão de débito
1084,156,2025-05-20,Concluído,App,Cartão de crédito
1085,184,2024-01-19,Concluído,Marketplace,Pix
1086,424,2024-06-27,Concluído,Site,Cartão de crédito
1087,221,2024-12-11,Concluído,App,Cartão de crédito
1088,115,2025-07-29,Concluído,Marketplace,Boleto
1089,394,2024-12-29,Concluído,Marketplace,Pix
1090,448,2025-12-07,Concluído,Site,Cartão de crédito
1091,410,2025-03-24,Concluído,Site,Cartão de crédito
1092,313,2025-09-17,Concluído,Site,Cartão de crédito
1093,323,2024-06-20,Concluído,App,Boleto
1094,373,2024-06-09,Concluído,Loja física,Cartão de débito
1095,79,2024-04-11,Cancelado,Marketplace,Boleto
1096,63,2024-05-21,Concluído,Loja física,Cartão de débito
1097,126,2024-01-07,Concluído,Marketplace,Boleto
1098,88,2025-06-01,Concluído,Marketplace,Boleto
1099,185,2025-02-28,Concluído,App,Pix
1100,216,2025-06-26,Concluído,App,Cartão de débito
1101,471,2025-02-27,Concluído,Loja física,Boleto
1102,227,2024-01-31,Concluído,Site,Cartão de crédito
1103,174,2024-03-27,Concluído,Loja física,Pix
1104,32,2025-03-20,Concluído,Site,Pix
1105,30,2025-08-11,Concluído,Marketplace,Cartão de débito
1106,454,2025-02-15,Cancelado,Marketplace,Boleto
1107,5,2024-12-18,Concluído,App,Cartão de débito
1108,330,2025-04-01,Concluído,Loja física,Boleto
1109,208,2025-10-26,Em andamento,App,Boleto
1110,19,2024-03-27,Concluído,Marketplace,Cartão de débito
1111,267,2024-05-09,Concluído,Marketplace,Pix
1112,262,2024-04-05,Concluído,Marketplace,Boleto
1113,82,2025-10-12,Concluído,Site,Boleto
1114,427,2024-09-04,Em andamento,Marketplace,Cartão de débito
1115,57,2025-06-01,Em andamento,Site,Boleto
1116,322,2024-09-22,Concluído,Marketplace,Cartão de crédito
1117,388,2024-02-18,Cancelado,Site,Cartão de débito
1118,294,2024-11-01,Em andamento,Site,Cartão de débito
1119,121,2024-12-13,Em andamento,App,Boleto
1120,146,2024-11-02,Cancelado,App,Cartão de débito
1121,378,2025-06-16,Concluído,Site,Boleto
1122,299,2025-06-12,Concluído,Marketplace,Cartão de débito
1123,76,2024-04-10,Cancelado,Loja física,Cartão de débito
1124,48,2024-03-24,Concluído,Loja física,Pix
1125,110,2025-05-02,Concluído,Site,Boleto
1126,270,2025-11-24,Concluído,Loja física,Boleto
1127,256,2025-08-21,Concluído,Loja física,Cartão de débito
1128,477,2025-12-06,Concluído,Loja física,Pix
1129,259,2024-05-27,Concluído,Loja física,Cartão de débito
1130,496,2024-05-12,Cancelado,Site,Pix
1131,243,2025-04-11,Concluído,App,Boleto
1132,309,2024-05-01,Concluído,Site,Cartão de crédito
1133,293,2025-01-13,Concluído,Site,Pix
1134,191,2024-04-30,Concluído,Marketplace,Boleto
1135,249,2024-10-28,Concluído,App,Pix
1136,216,2025-08-26,Concluído,Marketplace,Boleto
1137,94,2024-08-08,Em andamento,Loja física,Cartão de crédito
1138,281,2024-05-05,Concluído,Site,Cartão de crédito
1139,247,2025-03-03,Concluído,Marketplace,Cartão de débito
1140,401,2024-12-11,Concluído,Loja física,Pix
1141,259,2024-05-21,Concluído,Loja física,Cartão de débito
1142,230,2025-11-14,Concluído,Marketplace,Cartão de crédito
1143,341,2025-10-01,Concluído,Loja física,Cartão de débito
1144,461,2024-08-26,Concluído,Marketplace,Cartão de crédito
1145,456,2025-11-17,Concluído,Marketplace,Cartão de crédito
1146,363,2024-06-18,Concluído,Marketplace,Cartão de crédito
1147,287,2025-10-21,Concluído,App,Cartão de crédito
1148,268,2025-08-06,Concluído,Loja física,Cartão de crédito
1149,338,2024-05-03,Concluído,App,Cartão de crédito
1150,403,2024-10-08,Concluído,App,Cartão de débito
1151,414,2024-03-27,Concluído,Marketplace,Cartão de débito
1152,24,2025-08-26,Concluído,Site,Boleto
1153,93,2025-03-23,Concluído,Site,Boleto
1154,132,2025-01-26,Concluído,Site,Cartão de crédito
1155,87,2025-07-08,Concluído,App,Pix
1156,394,2024-09-18,Concluído,App,Boleto
1157,348,2025-02-21,Concluído,Site,Boleto
1158,14,2024-07-04,Cancelado,Site,Boleto
1159,51,2025-02-03,Concluído,App,Cartão de débito
1160,133,2024-11-27,Concluído,Site,Cartão de crédito
1161,123,2024-07-26,Em andamento,App,Cartão de débito
1162,386,2025-06-04,Concluído,Loja física,Cartão de crédito
1163,32,2024-10-02,Concluído,Loja física,Cartão de débito
1164,248,2024-03-08,Concluído,Loja física,Pix
1165,138,2024-01-20,Concluído,Site,Pix
1166,334,2025-07-22,Concluído,Marketplace,Cartão de débito
1167,43,2025-04-01,Concluído,App,Pix
1168,277,2025-01-17,Concluído,App,Cartão de débito
1169,232,2025-07-22,Concluído,Site,Cartão de débito
1170,149,2025-09-27,Cancelado,App,Cartão de crédito
1171,478,2024-03-02,Concluído,Marketplace,Boleto
1172,195,2025-11-27,Concluído,App,Boleto
1173,83,2024-02-16,Em andamento,Site,Boleto
1174,203,2024-04-01,Cancelado,Site,Pix
1175,144,2025-07-23,Concluído,App,Boleto
1176,485,2025-11-29,Concluído,Marketplace,Cartão de débito
1177,126,2024-10-06,Cancelado,Marketplace,Boleto
1178,236,2024-08-03,Concluído,Marketplace,Cartão de crédito
1179,69,2025-12-09,Cancelado,Site,Cartão de débito
1180,462,2024-01-05,Concluído,App,Cartão de débito
1181,459,2025-07-23,Cancelado,Loja física,Cartão de débito
1182,42,2025-07-05,Cancelado,Site,Cartão de crédito
1183,228,2025-11-18,Cancelado,Site,Boleto
1184,424,2025-01-20,Concluído,Marketplace,Cartão de débito
1185,430,2024-06-30,Em andamento,Site,Cartão de crédito
1186,190,2025-04-18,Concluído,Loja física,Cartão de crédito
1187,381,2024-08-14,Concluído,Marketplace,Boleto
1188,47,2024-07-15,Concluído,Marketplace,Pix
1189,253,2024-08-27,Concluído,Site,Boleto
1190,464,2025-05-19,Cancelado,App,Cartão de crédito
1191,421,2024-07-19,Concluído,Loja física,Cartão de crédito
1192,292,2024-10-11,Concluído,Loja física,Pix
1193,100,2025-07-19,Cancelado,App,Cartão de crédito
1194,66,2025-08-25,Em andamento,Site,Pix
1195,478,2024-09-22,Concluído,App,Boleto
1196,435,2024-07-15,Cancelado,Site,Boleto
1197,287,2025-11-28,Concluído,Site,Cartão de débito
1198,345,2025-10-18,Cancelado,Site,Boleto
1199,433,2025-03-18,Concluído,Marketplace,Cartão de crédito
1200,266,2025-11-27,Concluído,Loja física,Boleto
1201,389,2025-06-13,Concluído,App,Cartão de crédito
1202,471,2024-10-11,Concluído,Loja física,Boleto
1203,201,2024-01-06,Concluído,Marketplace,Cartão de crédito
1204,414,2025-08-08,Concluído,App,Cartão de débito
1205,470,2024-03-17,Concluído,App,Pix
1206,160,2024-12-03,Concluído,Site,Cartão de crédito
1207,222,2025-05-06,Concluído,Marketplace,Boleto
1208,56,2024-09-10,Concluído,App,Boleto
1209,421,2024-02-25,Concluído,App,Cartão de crédito
1210,318,2025-09-06,Concluído,Site,Cartão de débito
1211,64,2025-08-15,Concluído,Site,Cartão de crédito
1212,161,2025-01-21,Cancelado,Site,Pix
1213,471,2024-03-04,Concluído,Site,Boleto
1214,321,2025-09-17,Concluído,Site,Cartão de crédito
1215,29,2025-11-24,Concluído,Site,Boleto
1216,206,2025-01-25,Concluído,Loja física,Pix
1217,404,2025-09-05,Cancelado,Site,Cartão de débito
1218,238,2025-01-28,Concluído,Site,Boleto
1219,481,2025-10-28,Cancelado,Site,Cartão de débito
1220,169,2025-06-13,Concluído,App,Cartão de crédito
1221,7,2024-04-15,Concluído,Site,Pix
1222,65,2025-08-09,Concluído,Marketplace,Boleto
1223,247,2025-03-07,Em andamento,Loja física,Pix
1224,71,2024-09-05,Concluído,Site,Pix
1225,300,2024-11-15,Concluído,Marketplace,Boleto
1226,454,2025-08-20,Concluído,App,Pix
1227,159,2025-04-25,Concluído,Marketplace,Boleto
1228,497,2025-01-12,Concluído,App,Cartão de crédito
1229,260,2024-08-31,Concluído,Site,Cartão de débito
1230,101,2024-12-18,Concluído,App,Cartão de crédito
1231,97,2024-12-15,Cancelado,Loja física,Cartão de débito
1232,355,2025-09-06,Concluído,Marketplace,Boleto
1233,169,2025-03-04,Concluído,Site,Cartão de débito
1234,254,2024-02-13,Concluído,Site,Pix
1235,118,2025-12-10,Concluído,App,Pix
1236,377,2025-05-07,Em andamento,Marketplace,Cartão de débito
1237,205,2024-07-29,Concluído,Site,Boleto
1238,38,2024-01-11,Concluído,Site,Cartão de crédito
1239,149,2024-05-25,Concluído,App,Boleto
1240,500,2024-02-14,Concluído,App,Pix
1241,90,2024-10-17,Concluído,Marketplace,Pix
1242,434,2024-12-13,Concluído,App,Pix
1243,12,2024-07-19,Concluído,Marketplace,Cartão de crédito
1244,426,2024-01-22,Cancelado,App,Cartão de débito
1245,404,2025-11-01,Concluído,Marketplace,Pix
1246,234,2024-11-08,Concluído,Marketplace,Boleto
1247,88,2025-11-07,Concluído,Loja física,Cartão de crédito
1248,74,2024-05-01,Concluído,App,Pix
1249,194,2025-06-29,Cancelado,Marketplace,Boleto
1250,220,2025-09-05,Concluído,App,Cartão de crédito
1251,301,2025-09-22,Concluído,Marketplace,Pix
1252,127,2024-12-01,Concluído,Marketplace,Pix
1253,496,2025-06-04,Concluído,Loja física,Pix
1254,402,2024-03-24,Concluído,Site,Pix
1255,199,2025-06-04,Em andamento,Marketplace,Cartão de débito
1256,238,2025-06-15,Concluído,Marketplace,Boleto
1257,356,2025-06-22,Concluído,Loja física,Cartão de débito
1258,298,2024-10-01,Concluído,Site,Pix
1259,459,2024-08-12,Concluído,Loja física,Pix
1260,112,2025-02-09,Concluído,Loja física,Cartão de débito
1261,81,2025-08-08,Concluído,Marketplace,Cartão de crédito
1262,385,2024-05-17,Concluído,Marketplace,Cartão de débito
1263,181,2025-06-15,Concluído,Site,Cartão de débito
1264,319,2025-06-08,Concluído,Loja física,Cartão de débito
1265,222,2025-04-23,Concluído,Marketplace,Cartão de débito
1266,140,2024-11-20,Concluído,Site,Pix
1267,120,2025-03-28,Concluído,Site,Boleto
1268,151,2024-03-25,Concluído,Site,Boleto
1269,51,2024-08-21,Concluído,Site,Boleto
1270,280,2024-02-09,Concluído,Marketplace,Pix
1271,169,2025-11-22,Concluído,Marketplace,Boleto
1272,362,2024-07-14,Concluído,App,Boleto
1273,395,2024-01-09,Concluído,Marketplace,Boleto
1274,485,2025-02-17,Concluído,Site,Cartão de débito
1275,263,2025-10-31,Em andamento,App,Cartão de débito
1276,117,2024-08-21,Em andamento,App,Cartão de débito
1277,265,2024-08-27,Concluído,Loja física,Cartão de débito
1278,406,2024-12-14,Concluído,Marketplace,Pix
1279,395,2025-03-15,Cancelado,Loja física,Pix
1280,231,2025-03-25,Concluído,Site,Boleto
1281,296,2024-05-22,Concluído,Marketplace,Cartão de crédito
1282,415,2025-05-26,Cancelado,Marketplace,Boleto
1283,215,2024-08-18,Concluído,Loja física,Boleto
1284,301,2024-11-29,Concluído,Site,Pix
1285,488,2024-06-06,Concluído,Loja física,Cartão de débito
1286,486,2024-07-28,Concluído,Site,Cartão de débito
1287,244,2024-07-11,Concluído,Marketplace,Cartão de débito
1288,459,2025-10-16,Concluído,Site,Pix
1289,346,2024-04-16,Concluído,App,Cartão de crédito
1290,309,2025-12-06,Concluído,Site,Pix
1291,36,2024-07-22,Concluído,Marketplace,Pix
1292,150,2024-08-26,Cancelado,Site,Cartão de débito
1293,189,2024-02-28,Concluído,Site,Pix
1294,441,2024-11-30,Concluído,Loja física,Pix
1295,67,2024-04-23,Concluído,Loja física,Cartão de débito
1296,200,2024-03-11,Concluído,App,Pix
1297,222,2024-11-13,Cancelado,Loja física,Pix
1298,295,2025-09-10,Concluído,App,Cartão de débito
1299,104,2024-10-09,Concluído,App,Cartão de débito
1300,423,2024-03-06,Concluído,App,Boleto
1301,451,2025-08-05,Concluído,Loja física,Cartão de débito
1302,21,2025-08-12,Em andamento,Site,Boleto
1303,452,2025-10-23,Concluído,Marketplace,Boleto
1304,314,2025-02-04,Concluído,Loja física,Pix
1305,461,2024-07-02,Concluído,Loja física,Cartão de débito
1306,467,2025-01-28,Cancelado,App,Cartão de crédito
1307,358,2025-02-06,Concluído,App,Pix
1308,452,2024-10-07,Concluído,Marketplace,Cartão de crédito
1309,372,2025-12-15,Em andamento,App,Cartão de débito
1310,391,2025-02-25,Concluído,Site,Boleto
1311,387,2024-03-19,Concluído,Marketplace,Cartão de débito
1312,85,2025-04-06,Concluído,App,Cartão de crédito
1313,14,2025-04-18,Concluído,Loja física,Cartão de débito
1314,382,2024-12-17,Concluído,App,Cartão de débito
1315,6,2024-02-08,Concluído,Site,Pix
1316,344,2024-11-30,Em andamento,Loja física,Cartão de débito
1317,35,2025-04-17,Concluído,App,Cartão de débito
1318,242,2024-05-23,Concluído,App,Pix
1319,311,2024-01-19,Concluído,App,Boleto
1320,274,2024-05-07,Em andamento,Loja física,Pix
1321,344,2024-03-20,Em andamento,Site,Boleto
1322,226,2024-06-06,Concluído,App,Pix
1323,458,2024-02-05,Cancelado,App,Cartão de débito
1324,25,2025-12-14,Concluído,Site,Cartão de débito
1325,158,2025-12-07,Concluído,Site,Cartão de crédito
1326,396,2024-02-19,Concluído,App,Pix
1327,466,2025-01-18,Concluído,App,Cartão de crédito
1328,216,2024-01-17,Concluído,Site,Boleto
1329,349,2024-07-15,Cancelado,Site,Pix
1330,409,2024-04-08,Cancelado,App,Pix
1331,213,2024-02-15,Concluído,Site,Boleto
1332,288,2024-11-26,Concluído,App,Pix
1333,203,2025-07-08,Concluído,Site,Pix
1334,55,2024-08-06,Concluído,Marketplace,Pix
1335,206,2024-01-16,Cancelado,Marketplace,Cartão de crédito
1336,109,2025-02-02,Concluído,App,Cartão de crédito
1337,418,2025-11-04,Concluído,Marketplace,Cartão de crédito
1338,454,2024-03-09,Concluído,Loja física,Boleto
1339,256,2025-09-05,Concluído,App,Boleto
1340,308,2024-04-07,Concluído,Loja física,Pix
1341,90,2024-12-06,Concluído,Marketplace,Cartão de débito
1342,172,2024-03-10,Concluído,Loja física,Cartão de débito
1343,328,2025-06-07,Em andamento,App,Cartão de crédito
1344,11,2024-08-26,Concluído,Site,Boleto
1345,378,2024-08-30,Concluído,App,Cartão de crédito
1346,71,2024-03-02,Concluído,Loja física,Boleto
1347,78,2024-07-25,Concluído,App,Cartão de crédito
1348,473,2024-08-31,Em andamento,Loja física,Boleto
1349,143,2024-05-17,Concluído,Site,Cartão de débito
1350,417,2025-10-25,Concluído,Site,Pix
1351,176,2024-12-05,Concluído,App,Cartão de crédito
1352,128,2025-11-11,Cancelado,App,Cartão de débito
1353,165,2025-06-17,Concluído,Loja física,Cartão de crédito
1354,446,2024-03-07,Concluído,Site,Pix
1355,325,2024-02-23,Concluído,App,Pix
1356,89,2024-04-03,Concluído,App,Pix
1357,41,2025-06-03,Concluído,Loja física,Boleto
1358,370,2024-06-17,Concluído,App,Cartão de débito
1359,311,2024-06-29,Concluído,Marketplace,Boleto
1360,230,2025-08-13,Concluído,App,Boleto
1361,41,2025-05-07,Concluído,Loja física,Cartão de débito
1362,242,2024-06-20,Concluído,Loja física,Cartão de débito
1363,420,2024-06-08,Concluído,Site,Cartão de débito
1364,438,2025-03-13,Concluído,Marketplace,Pix
1365,373,2025-07-20,Concluído,Marketplace,Cartão de débito
1366,157,2025-04-19,Concluído,Marketplace,Cartão de débito
1367,311,2025-07-29,Concluído,Site,Boleto
1368,367,2024-05-19,Concluído,App,Pix
1369,3,2024-07-13,Concluído,Marketplace,Cartão de débito
1370,474,2025-02-18,Concluído,Loja física,Boleto
1371,251,2025-01-28,Concluído,Site,Cartão de débito
1372,472,2024-02-09,Concluído,Loja física,Pix
1373,391,2024-07-17,Concluído,Marketplace,Boleto
1374,364,2025-06-05,Concluído,Marketplace,Cartão de crédito
1375,198,2025-10-28,Concluído,App,Pix
1376,18,2025-05-04,Concluído,Site,Pix
1377,310,2024-09-24,Concluído,App,Boleto
1378,309,2024-09-10,Concluído,App,Cartão de crédito
1379,395,2024-04-29,Concluído,Loja física,Cartão de débito
1380,301,2025-12-24,Concluído,App,Cartão de débito
1381,425,2024-06-18,Concluído,Marketplace,Boleto
1382,496,2025-05-27,Concluído,Loja física,Boleto
1383,386,2025-02-25,Em andamento,Site,Cartão de crédito
1384,294,2025-10-13,Em andamento,Marketplace,Pix
1385,384,2024-10-02,Concluído,Loja física,Boleto
1386,87,2024-01-07,Concluído,Site,Cartão de crédito
1387,397,2024-03-12,Cancelado,Loja física,Cartão de débito
1388,148,2025-11-01,Em andamento,Loja física,Pix
1389,192,2024-06-29,Concluído,App,Pix
1390,94,2025-05-13,Concluído,Site,Cartão de débito
1391,417,2025-08-03,Concluído,App,Pix
1392,384,2024-03-01,Concluído,App,Boleto
1393,226,2025-02-22,Concluído,Site,Pix
1394,151,2024-03-22,Concluído,Loja física,Cartão de crédito
1395,33,2024-10-10,Concluído,Site,Pix
1396,249,2025-05-04,Cancelado,Site,Cartão de crédito
1397,137,2024-03-03,Em andamento,Site,Cartão de crédito
1398,109,2024-04-09,Concluído,Site,Cartão de débito
1399,267,2025-09-09,Em andamento,Marketplace,Cartão de débito
1400,388,2025-04-29,Concluído,Loja física,Boleto
1401,350,2025-01-14,Concluído,Marketplace,Pix
1402,341,2025-01-04,Concluído,Loja física,Cartão de crédito
1403,448,2024-12-30,Concluído,Site,Cartão de crédito
1404,446,2025-04-12,Cancelado,Loja física,Pix
1405,309,2024-01-27,Concluído,Marketplace,Pix
1406,232,2025-01-12,Concluído,Loja física,Cartão de débito
1407,97,2025-11-07,Concluído,Marketplace,Cartão de crédito
1408,185,2025-10-10,Concluído,Marketplace,Cartão de débito
1409,311,2024-08-27,Concluído,Loja física,Cartão de crédito
1410,220,2024-12-22,Concluído,Site,Cartão de débito
1411,311,2024-10-27,Concluído,App,Cartão de crédito
1412,255,2024-05-10,Concluído,Marketplace,Cartão de débito
1413,459,2024-06-21,Concluído,Site,Cartão de débito
1414,277,2025-11-09,Concluído,App,Pix
1415,386,2024-06-23,Cancelado,Site,Cartão de crédito
1416,367,2025-03-21,Concluído,App,Boleto
1417,393,2025-01-27,Concluído,App,Boleto
1418,244,2025-11-12,Cancelado,Site,Pix
1419,325,2025-07-01,Em andamento,Loja física,Cartão de crédito
1420,171,2025-12-09,Concluído,Site,Boleto
1421,467,2025-01-21,Cancelado,Loja física,Cartão de débito
1422,115,2024-08-26,Concluído,Site,Boleto
1423,58,2024-03-30,Concluído,Marketplace,Pix
1424,294,2024-04-28,Concluído,App,Boleto
1425,296,2025-01-24,Em andamento,Site,Boleto
1426,303,2024-03-04,Concluído,App,Cartão de débito
1427,164,2025-03-09,Em andamento,Marketplace,Pix
1428,340,2025-06-16,Concluído,App,Cartão de crédito
1429,5,2025-02-08,Concluído,Loja física,Boleto
1430,418,2024-05-28,Concluído,App,Cartão de débito
1431,234,2025-11-27,Concluído,Marketplace,Pix
1432,435,2025-11-12,Cancelado,Site,Boleto
1433,258,2024-11-12,Cancelado,Site,Boleto
1434,294,2025-12-24,Concluído,App,Cartão de débito
1435,361,2024-10-25,Concluído,Site,Boleto
1436,424,2024-06-05,Cancelado,App,Pix
1437,377,2025-12-18,Concluído,App,Cartão de débito
1438,154,2025-02-05,Cancelado,App,Cartão de crédito
1439,201,2025-07-15,Concluído,Loja física,Cartão de débito
1440,388,2024-12-22,Concluído,Loja física,Cartão de crédito
1441,373,2025-06-24,Concluído,Marketplace,Pix
1442,439,2025-12-18,Concluído,Loja física,Cartão de crédito
1443,166,2024-05-14,Em andamento,Site,Boleto
1444,336,2025-04-13,Concluído,App,Cartão de débito
1445,248,2025-12-13,Concluído,App,Pix
1446,412,2024-08-11,Em andamento,App,Cartão de crédito
1447,372,2025-01-05,Concluído,Site,Pix
1448,487,2025-01-20,Concluído,App,Cartão de crédito
1449,183,2024-04-08,Concluído,App,Cartão de crédito
1450,264,2024-04-30,Cancelado,Marketplace,Cartão de débito
1451,322,2024-06-01,Em andamento,Loja física,Pix
1452,61,2024-02-04,Concluído,Loja física,Cartão de débito
1453,353,2024-11-05,Concluído,App,Cartão de débito
1454,408,2025-12-09,Cancelado,Site,Cartão de débito
1455,196,2025-10-27,Concluído,Loja física,Boleto
1456,62,2024-01-12,Concluído,Site,Cartão de crédito
1457,329,2025-05-15,Cancelado,App,Cartão de crédito
1458,294,2025-08-23,Concluído,Loja física,Boleto
1459,382,2025-12-11,Concluído,App,Cartão de débito
1460,331,2025-05-10,Cancelado,Loja física,Boleto
1461,65,2025-08-08,Concluído,Marketplace,Cartão de crédito
1462,466,2025-12-31,Concluído,App,Cartão de débito
1463,11,2025-12-18,Concluído,Loja física,Cartão de crédito
1464,429,2025-06-15,Concluído,Site,Pix
1465,460,2025-11-05,Concluído,App,Pix
1466,285,2024-01-06,Concluído,Marketplace,Cartão de crédito
1467,66,2024-02-10,Concluído,App,Pix
1468,288,2024-03-30,Concluído,Site,Cartão de crédito
1469,260,2024-05-07,Concluído,Marketplace,Pix
1470,484,2025-03-09,Cancelado,Site,Pix
1471,24,2024-11-03,Concluído,Marketplace,Cartão de débito
1472,296,2024-05-23,Concluído,Marketplace,Boleto
1473,276,2025-09-12,Concluído,App,Cartão de crédito
1474,420,2025-11-09,Concluído,App,Cartão de crédito
1475,73,2024-07-11,Concluído,App,Pix
1476,283,2025-09-08,Concluído,Marketplace,Boleto
1477,374,2024-05-11,Concluído,Loja física,Cartão de crédito
1478,131,2025-07-17,Concluído,Loja física,Pix
1479,234,2025-02-13,Concluído,Marketplace,Cartão de débito
1480,74,2025-12-12,Concluído,App,Cartão de crédito
1481,376,2025-10-06,Concluído,App,Boleto
1482,337,2025-07-31,Cancelado,App,Cartão de débito
1483,162,2024-06-06,Concluído,Loja física,Cartão de crédito
1484,127,2025-09-10,Concluído,Marketplace,Cartão de crédito
1485,57,2025-06-28,Cancelado,Loja física,Cartão de crédito
1486,328,2024-12-03,Concluído,Marketplace,Boleto
1487,75,2024-10-06,Concluído,Marketplace,Cartão de crédito
1488,194,2024-04-10,Concluído,Loja física,Cartão de crédito
1489,90,2024-05-06,Concluído,Marketplace,Cartão de débito
1490,271,2024-04-07,Concluído,Marketplace,Boleto
1491,51,2025-09-14,Concluído,App,Boleto
1492,93,2025-02-02,Concluído,Loja física,Cartão de débito
1493,66,2025-08-29,Concluído,Site,Pix
1494,65,2025-11-04,Concluído,Loja física,Boleto
1495,471,2024-02-24,Em andamento,Marketplace,Pix
1496,312,2025-11-25,Concluído,Loja física,Pix
1497,182,2025-03-25,Concluído,Marketplace,Boleto
1498,267,2025-03-14,Cancelado,App,Boleto
1499,440,2025-10-12,Concluído,Marketplace,Cartão de débito
1500,433,2024-11-16,Concluído,Site,Cartão de crédito
1501,484,2024-09-02,Concluído,App,Cartão de crédito
1502,381,2024-03-27,Concluído,Loja física,Cartão de crédito
1503,347,2025-03-10,Concluído,App,Cartão de débito
1504,264,2025-05-24,Cancelado,Site,Cartão de débito
1505,316,2024-01-15,Concluído,Site,Cartão de débito
1506,274,2025-12-20,Em andamento,Marketplace,Pix
1507,487,2025-11-08,Concluído,Site,Cartão de débito
1508,346,2024-06-21,Em andamento,App,Pix
1509,188,2024-03-17,Concluído,Marketplace,Cartão de crédito
1510,254,2025-03-08,Concluído,App,Boleto
1511,174,2024-04-25,Cancelado,App,Cartão de crédito
1512,154,2024-10-24,Concluído,Marketplace,Boleto
1513,2,2024-08-06,Em andamento,Loja física,Pix
1514,476,2024-11-08,Cancelado,Site,Cartão de débito
1515,435,2025-09-24,Concluído,Site,Boleto
1516,316,2024-01-07,Concluído,Marketplace,Boleto
1517,55,2024-12-28,Concluído,Marketplace,Pix
1518,182,2025-02-15,Concluído,Site,Cartão de débito
1519,102,2025-05-18,Concluído,App,Cartão de débito
1520,468,2024-05-06,Concluído,Site,Pix
1521,129,2025-11-03,Concluído,Loja física,Cartão de débito
1522,154,2025-01-18,Concluído,Loja física,Pix
1523,416,2025-07-03,Concluído,Site,Cartão de débito
1524,430,2025-11-03,Concluído,App,Pix
1525,383,2024-12-28,Concluído,Site,Boleto
1526,102,2025-12-27,Concluído,App,Boleto
1527,69,2024-02-11,Concluído,Loja física,Boleto
1528,83,2024-02-02,Cancelado,App,Cartão de débito
1529,137,2025-11-12,Concluído,Loja física,Cartão de débito
1530,254,2025-07-17,Cancelado,App,Boleto
1531,257,2025-02-13,Em andamento,Loja física,Pix
1532,491,2024-04-22,Concluído,Site,Pix
1533,177,2024-06-08,Concluído,Site,Pix
1534,348,2024-02-23,Concluído,Loja física,Cartão de crédito
1535,246,2025-03-20,Concluído,Marketplace,Cartão de débito
1536,390,2024-03-25,Concluído,App,Pix
1537,96,2025-06-07,Concluído,Marketplace,Cartão de crédito
1538,359,2024-09-26,Concluído,Loja física,Pix
1539,362,2025-04-30,Concluído,App,Pix
1540,323,2025-08-28,Concluído,App,Pix
1541,68,2024-05-03,Concluído,Site,Boleto
1542,476,2024-07-15,Concluído,Loja física,Cartão de crédito
1543,103,2025-09-23,Concluído,Site,Cartão de débito
1544,269,2025-02-21,Concluído,App,Pix
1545,219,2024-12-10,Concluído,Site,Cartão de débito
1546,27,2025-10-21,Concluído,Site,Boleto
1547,144,2025-01-07,Concluído,Loja física,Pix
1548,459,2024-11-23,Concluído,App,Cartão de crédito
1549,27,2024-01-01,Cancelado,Marketplace,Pix
1550,242,2024-10-19,Concluído,Site,Cartão de débito
1551,130,2024-07-08,Concluído,Marketplace,Boleto
